"features" "measure" "axis" "activity" "subject" "average"
"12137" "fBodyBodyGyroMag" "meanFreq" "" "STANDING" 17 -0.115635141833333
"12138" "fBodyBodyGyroMag" "meanFreq" "" "STANDING" 18 -0.212559690808219
"12139" "fBodyBodyGyroMag" "meanFreq" "" "STANDING" 19 -0.24702361689726
"12140" "fBodyBodyGyroMag" "meanFreq" "" "STANDING" 20 -0.305415318547945
"12141" "fBodyBodyGyroMag" "meanFreq" "" "STANDING" 21 -0.141992346874157
"12142" "fBodyBodyGyroMag" "meanFreq" "" "STANDING" 22 -0.382818529412698
"12143" "fBodyBodyGyroMag" "meanFreq" "" "STANDING" 23 -0.121999620029412
"12144" "fBodyBodyGyroMag" "meanFreq" "" "STANDING" 24 -0.221536877376812
"12145" "fBodyBodyGyroMag" "meanFreq" "" "STANDING" 25 -0.169383482278649
"12146" "fBodyBodyGyroMag" "meanFreq" "" "STANDING" 26 -0.144605013921622
"12147" "fBodyBodyGyroMag" "meanFreq" "" "STANDING" 27 -0.16571391208
"12148" "fBodyBodyGyroMag" "meanFreq" "" "STANDING" 28 -0.317383910594937
"12149" "fBodyBodyGyroMag" "meanFreq" "" "STANDING" 29 -0.0723347010092308
"12150" "fBodyBodyGyroMag" "meanFreq" "" "STANDING" 30 -0.318309078220339
"12151" "fBodyBodyGyroMag" "meanFreq" "" "WALKING" 1 0.268844367525895
"12152" "fBodyBodyGyroMag" "meanFreq" "" "WALKING" 2 0.305283825254237
"12153" "fBodyBodyGyroMag" "meanFreq" "" "WALKING" 3 0.180946463034483
"12154" "fBodyBodyGyroMag" "meanFreq" "" "WALKING" 4 0.0697301245295
"12155" "fBodyBodyGyroMag" "meanFreq" "" "WALKING" 5 0.250620609769643
"12156" "fBodyBodyGyroMag" "meanFreq" "" "WALKING" 6 0.293109613491228
"12157" "fBodyBodyGyroMag" "meanFreq" "" "WALKING" 7 0.300315718087719
"12158" "fBodyBodyGyroMag" "meanFreq" "" "WALKING" 8 0.0890005737952083
"12159" "fBodyBodyGyroMag" "meanFreq" "" "WALKING" 9 0.127416241121154
"12160" "fBodyBodyGyroMag" "meanFreq" "" "WALKING" 10 0.129100106828302
"12161" "fBodyBodyGyroMag" "meanFreq" "" "WALKING" 11 -0.0748370693566102
"12162" "fBodyBodyGyroMag" "meanFreq" "" "WALKING" 12 0.14607536673
"12163" "fBodyBodyGyroMag" "meanFreq" "" "WALKING" 13 0.302576933403509
"12164" "fBodyBodyGyroMag" "meanFreq" "" "WALKING" 14 -0.0398346768694915
"12165" "fBodyBodyGyroMag" "meanFreq" "" "WALKING" 15 -0.04588148655205
"12166" "fBodyBodyGyroMag" "meanFreq" "" "WALKING" 16 0.179727428509804
"12167" "fBodyBodyGyroMag" "meanFreq" "" "WALKING" 17 0.351564688770492
"12168" "fBodyBodyGyroMag" "meanFreq" "" "WALKING" 18 0.17563858115
"12169" "fBodyBodyGyroMag" "meanFreq" "" "WALKING" 19 0.174359231311538
"12170" "fBodyBodyGyroMag" "meanFreq" "" "WALKING" 20 0.206699112843137
"12171" "fBodyBodyGyroMag" "meanFreq" "" "WALKING" 21 0.385567790384615
"12172" "fBodyBodyGyroMag" "meanFreq" "" "WALKING" 22 0.210282322456522
"12173" "fBodyBodyGyroMag" "meanFreq" "" "WALKING" 23 0.409521611525424
"12174" "fBodyBodyGyroMag" "meanFreq" "" "WALKING" 24 0.351492001672414
"12175" "fBodyBodyGyroMag" "meanFreq" "" "WALKING" 25 -0.151513801493243
"12176" "fBodyBodyGyroMag" "meanFreq" "" "WALKING" 26 0.220811667864407
"12177" "fBodyBodyGyroMag" "meanFreq" "" "WALKING" 27 0.148717231122807
"12178" "fBodyBodyGyroMag" "meanFreq" "" "WALKING" 28 -0.00198466764814815
"12179" "fBodyBodyGyroMag" "meanFreq" "" "WALKING" 29 0.0351798881018868
"12180" "fBodyBodyGyroMag" "meanFreq" "" "WALKING" 30 -0.06888716012
"12181" "fBodyBodyGyroMag" "meanFreq" "" "WALKING_DOWNSTAIRS" 1 0.349613895469388
"12182" "fBodyBodyGyroMag" "meanFreq" "" "WALKING_DOWNSTAIRS" 2 0.103971241706383
"12183" "fBodyBodyGyroMag" "meanFreq" "" "WALKING_DOWNSTAIRS" 3 -0.0516699550093633
"12184" "fBodyBodyGyroMag" "meanFreq" "" "WALKING_DOWNSTAIRS" 4 0.0600292045888889
"12185" "fBodyBodyGyroMag" "meanFreq" "" "WALKING_DOWNSTAIRS" 5 0.204633757510638
"12186" "fBodyBodyGyroMag" "meanFreq" "" "WALKING_DOWNSTAIRS" 6 0.230693028479167
"12187" "fBodyBodyGyroMag" "meanFreq" "" "WALKING_DOWNSTAIRS" 7 0.235200926489362
"12188" "fBodyBodyGyroMag" "meanFreq" "" "WALKING_DOWNSTAIRS" 8 0.267675982868421
"12189" "fBodyBodyGyroMag" "meanFreq" "" "WALKING_DOWNSTAIRS" 9 0.0656782201880952
"12190" "fBodyBodyGyroMag" "meanFreq" "" "WALKING_DOWNSTAIRS" 10 0.0774362595943947
"12191" "fBodyBodyGyroMag" "meanFreq" "" "WALKING_DOWNSTAIRS" 11 -0.169884463904348
"12192" "fBodyBodyGyroMag" "meanFreq" "" "WALKING_DOWNSTAIRS" 12 0.113540447665217
"12193" "fBodyBodyGyroMag" "meanFreq" "" "WALKING_DOWNSTAIRS" 13 0.257421061128511
"12194" "fBodyBodyGyroMag" "meanFreq" "" "WALKING_DOWNSTAIRS" 14 0.0800347917133333
"12195" "fBodyBodyGyroMag" "meanFreq" "" "WALKING_DOWNSTAIRS" 15 -0.110970740980952
"12196" "fBodyBodyGyroMag" "meanFreq" "" "WALKING_DOWNSTAIRS" 16 0.041547289106383
"12197" "fBodyBodyGyroMag" "meanFreq" "" "WALKING_DOWNSTAIRS" 17 -0.0258920214847826
"12198" "fBodyBodyGyroMag" "meanFreq" "" "WALKING_DOWNSTAIRS" 18 -0.159221075909091
"12199" "fBodyBodyGyroMag" "meanFreq" "" "WALKING_DOWNSTAIRS" 19 0.163417975410256
"12200" "fBodyBodyGyroMag" "meanFreq" "" "WALKING_DOWNSTAIRS" 20 -0.0374111876106667
"12201" "fBodyBodyGyroMag" "meanFreq" "" "WALKING_DOWNSTAIRS" 21 0.130888037993333
"12202" "fBodyBodyGyroMag" "meanFreq" "" "WALKING_DOWNSTAIRS" 22 -0.0581080717
"12203" "fBodyBodyGyroMag" "meanFreq" "" "WALKING_DOWNSTAIRS" 23 0.402651090185185
"12204" "fBodyBodyGyroMag" "meanFreq" "" "WALKING_DOWNSTAIRS" 24 0.164772642932727
"12205" "fBodyBodyGyroMag" "meanFreq" "" "WALKING_DOWNSTAIRS" 25 -0.159588770951724
"12206" "fBodyBodyGyroMag" "meanFreq" "" "WALKING_DOWNSTAIRS" 26 0.00599108142158
"12207" "fBodyBodyGyroMag" "meanFreq" "" "WALKING_DOWNSTAIRS" 27 0.0988527908931818
"12208" "fBodyBodyGyroMag" "meanFreq" "" "WALKING_DOWNSTAIRS" 28 0.114889052615435
"12209" "fBodyBodyGyroMag" "meanFreq" "" "WALKING_DOWNSTAIRS" 29 -0.1015920763425
"12210" "fBodyBodyGyroMag" "meanFreq" "" "WALKING_DOWNSTAIRS" 30 -0.175931348782258
"12211" "fBodyBodyGyroMag" "meanFreq" "" "WALKING_UPSTAIRS" 1 -0.219303376110566
"12212" "fBodyBodyGyroMag" "meanFreq" "" "WALKING_UPSTAIRS" 2 -0.022752769044375
"12213" "fBodyBodyGyroMag" "meanFreq" "" "WALKING_UPSTAIRS" 3 -0.177730591459322
"12214" "fBodyBodyGyroMag" "meanFreq" "" "WALKING_UPSTAIRS" 4 -0.150274479246154
"12215" "fBodyBodyGyroMag" "meanFreq" "" "WALKING_UPSTAIRS" 5 -0.0234001987774468
"12216" "fBodyBodyGyroMag" "meanFreq" "" "WALKING_UPSTAIRS" 6 0.0144807316545098
"12217" "fBodyBodyGyroMag" "meanFreq" "" "WALKING_UPSTAIRS" 7 -0.165200896648451
"12218" "fBodyBodyGyroMag" "meanFreq" "" "WALKING_UPSTAIRS" 8 -0.128115003341463
"12219" "fBodyBodyGyroMag" "meanFreq" "" "WALKING_UPSTAIRS" 9 -0.259962957795918
"12220" "fBodyBodyGyroMag" "meanFreq" "" "WALKING_UPSTAIRS" 10 -0.194447276040426
"12221" "fBodyBodyGyroMag" "meanFreq" "" "WALKING_UPSTAIRS" 11 -0.377996100925926
"12222" "fBodyBodyGyroMag" "meanFreq" "" "WALKING_UPSTAIRS" 12 -0.107077796403846
"12223" "fBodyBodyGyroMag" "meanFreq" "" "WALKING_UPSTAIRS" 13 -0.104131147823636
"12224" "fBodyBodyGyroMag" "meanFreq" "" "WALKING_UPSTAIRS" 14 -0.287413084037037
"12225" "fBodyBodyGyroMag" "meanFreq" "" "WALKING_UPSTAIRS" 15 -0.291977707054167
"12226" "fBodyBodyGyroMag" "meanFreq" "" "WALKING_UPSTAIRS" 16 -0.279231071313725
"12227" "fBodyBodyGyroMag" "meanFreq" "" "WALKING_UPSTAIRS" 17 -0.103520890333333
"12228" "fBodyBodyGyroMag" "meanFreq" "" "WALKING_UPSTAIRS" 18 -0.338125776827586
"12229" "fBodyBodyGyroMag" "meanFreq" "" "WALKING_UPSTAIRS" 19 0.0750700310425
"12230" "fBodyBodyGyroMag" "meanFreq" "" "WALKING_UPSTAIRS" 20 0.00461127344235294
"12231" "fBodyBodyGyroMag" "meanFreq" "" "WALKING_UPSTAIRS" 21 -0.0184299309085106
"12232" "fBodyBodyGyroMag" "meanFreq" "" "WALKING_UPSTAIRS" 22 -0.224891603642857
"12233" "fBodyBodyGyroMag" "meanFreq" "" "WALKING_UPSTAIRS" 23 0.079223297227451
"12234" "fBodyBodyGyroMag" "meanFreq" "" "WALKING_UPSTAIRS" 24 -0.0612402085
"12235" "fBodyBodyGyroMag" "meanFreq" "" "WALKING_UPSTAIRS" 25 -0.414531992523077
"12236" "fBodyBodyGyroMag" "meanFreq" "" "WALKING_UPSTAIRS" 26 -0.0255131300387273
"12237" "fBodyBodyGyroMag" "meanFreq" "" "WALKING_UPSTAIRS" 27 -0.128116124333333
"12238" "fBodyBodyGyroMag" "meanFreq" "" "WALKING_UPSTAIRS" 28 -0.0526395586039216
"12239" "fBodyBodyGyroMag" "meanFreq" "" "WALKING_UPSTAIRS" 29 -0.399892274714286
"12240" "fBodyBodyGyroMag" "meanFreq" "" "WALKING_UPSTAIRS" 30 -0.456638670923077
"12241" "fBodyBodyGyroJerkMag" "mean" "" "LAYING" 1 -0.9423669466
"12242" "fBodyBodyGyroJerkMag" "mean" "" "LAYING" 2 -0.990248702291667
"12243" "fBodyBodyGyroJerkMag" "mean" "" "LAYING" 3 -0.984278251290323
"12244" "fBodyBodyGyroJerkMag" "mean" "" "LAYING" 4 -0.983609073333333
"12245" "fBodyBodyGyroJerkMag" "mean" "" "LAYING" 5 -0.984618025769231
"12246" "fBodyBodyGyroJerkMag" "mean" "" "LAYING" 6 -0.953695957368421
"12247" "fBodyBodyGyroJerkMag" "mean" "" "LAYING" 7 -0.974117912115385
"12248" "fBodyBodyGyroJerkMag" "mean" "" "LAYING" 8 -0.968403945925926
"12249" "fBodyBodyGyroJerkMag" "mean" "" "LAYING" 9 -0.9558062546
"12250" "fBodyBodyGyroJerkMag" "mean" "" "LAYING" 10 -0.960976821551724
"12251" "fBodyBodyGyroJerkMag" "mean" "" "LAYING" 11 -0.985978837192982
"12252" "fBodyBodyGyroJerkMag" "mean" "" "LAYING" 12 -0.963949607166667
"12253" "fBodyBodyGyroJerkMag" "mean" "" "LAYING" 13 -0.978150814032258
"12254" "fBodyBodyGyroJerkMag" "mean" "" "LAYING" 14 -0.966455343137255
"12255" "fBodyBodyGyroJerkMag" "mean" "" "LAYING" 15 -0.975727853888889
"12256" "fBodyBodyGyroJerkMag" "mean" "" "LAYING" 16 -0.988695277714286
"12257" "fBodyBodyGyroJerkMag" "mean" "" "LAYING" 17 -0.982765526478873
"12258" "fBodyBodyGyroJerkMag" "mean" "" "LAYING" 18 -0.991901007538462
"12259" "fBodyBodyGyroJerkMag" "mean" "" "LAYING" 19 -0.981890470361446
"12260" "fBodyBodyGyroJerkMag" "mean" "" "LAYING" 20 -0.981119820588235
"12261" "fBodyBodyGyroJerkMag" "mean" "" "LAYING" 21 -0.982993315111111
"12262" "fBodyBodyGyroJerkMag" "mean" "" "LAYING" 22 -0.976638980972222
"12263" "fBodyBodyGyroJerkMag" "mean" "" "LAYING" 23 -0.981846854305556
"12264" "fBodyBodyGyroJerkMag" "mean" "" "LAYING" 24 -0.978596740694444
"12265" "fBodyBodyGyroJerkMag" "mean" "" "LAYING" 25 -0.96825160890411
"12266" "fBodyBodyGyroJerkMag" "mean" "" "LAYING" 26 -0.990430914078947
"12267" "fBodyBodyGyroJerkMag" "mean" "" "LAYING" 27 -0.993563778648649
"12268" "fBodyBodyGyroJerkMag" "mean" "" "LAYING" 28 -0.971830582375
"12269" "fBodyBodyGyroJerkMag" "mean" "" "LAYING" 29 -0.997617389275362
"12270" "fBodyBodyGyroJerkMag" "mean" "" "LAYING" 30 -0.977821335571429
"12271" "fBodyBodyGyroJerkMag" "mean" "" "SITTING" 1 -0.989797547234043
"12272" "fBodyBodyGyroJerkMag" "mean" "" "SITTING" 2 -0.989861950869565
"12273" "fBodyBodyGyroJerkMag" "mean" "" "SITTING" 3 -0.977898105576923
"12274" "fBodyBodyGyroJerkMag" "mean" "" "SITTING" 4 -0.9765477634
"12275" "fBodyBodyGyroJerkMag" "mean" "" "SITTING" 5 -0.971598370227273
"12276" "fBodyBodyGyroJerkMag" "mean" "" "SITTING" 6 -0.952034566
"12277" "fBodyBodyGyroJerkMag" "mean" "" "SITTING" 7 -0.978634991458333
"12278" "fBodyBodyGyroJerkMag" "mean" "" "SITTING" 8 -0.987730604130435
"12279" "fBodyBodyGyroJerkMag" "mean" "" "SITTING" 9 -0.9683155878
"12280" "fBodyBodyGyroJerkMag" "mean" "" "SITTING" 10 -0.992191529259259
"12281" "fBodyBodyGyroJerkMag" "mean" "" "SITTING" 11 -0.987255972641509
"12282" "fBodyBodyGyroJerkMag" "mean" "" "SITTING" 12 -0.97848445372549
"12283" "fBodyBodyGyroJerkMag" "mean" "" "SITTING" 13 -0.991723741632653
"12284" "fBodyBodyGyroJerkMag" "mean" "" "SITTING" 14 -0.987324239259259
"12285" "fBodyBodyGyroJerkMag" "mean" "" "SITTING" 15 -0.990180959322034
"12286" "fBodyBodyGyroJerkMag" "mean" "" "SITTING" 16 -0.989363136376812
"12287" "fBodyBodyGyroJerkMag" "mean" "" "SITTING" 17 -0.995204564375
"12288" "fBodyBodyGyroJerkMag" "mean" "" "SITTING" 18 -0.99480818754386
"12289" "fBodyBodyGyroJerkMag" "mean" "" "SITTING" 19 -0.986727418493151
"12290" "fBodyBodyGyroJerkMag" "mean" "" "SITTING" 20 -0.976108353787879
"12291" "fBodyBodyGyroJerkMag" "mean" "" "SITTING" 21 -0.990014272588235
"12292" "fBodyBodyGyroJerkMag" "mean" "" "SITTING" 22 -0.977775448387097
"12293" "fBodyBodyGyroJerkMag" "mean" "" "SITTING" 23 -0.980707211470588
"12294" "fBodyBodyGyroJerkMag" "mean" "" "SITTING" 24 -0.990854751176471
"12295" "fBodyBodyGyroJerkMag" "mean" "" "SITTING" 25 -0.991781701692308
"12296" "fBodyBodyGyroJerkMag" "mean" "" "SITTING" 26 -0.993985447564103
"12297" "fBodyBodyGyroJerkMag" "mean" "" "SITTING" 27 -0.992390264285714
"12298" "fBodyBodyGyroJerkMag" "mean" "" "SITTING" 28 -0.979465868888889
"12299" "fBodyBodyGyroJerkMag" "mean" "" "SITTING" 29 -0.995063049
"12300" "fBodyBodyGyroJerkMag" "mean" "" "SITTING" 30 -0.991750682096774
"12301" "fBodyBodyGyroJerkMag" "mean" "" "STANDING" 1 -0.994815376981132
"12302" "fBodyBodyGyroJerkMag" "mean" "" "STANDING" 2 -0.977849827407407
"12303" "fBodyBodyGyroJerkMag" "mean" "" "STANDING" 3 -0.960331717868852
"12304" "fBodyBodyGyroJerkMag" "mean" "" "STANDING" 4 -0.964471139464286
"12305" "fBodyBodyGyroJerkMag" "mean" "" "STANDING" 5 -0.952286438035714
"12306" "fBodyBodyGyroJerkMag" "mean" "" "STANDING" 6 -0.955425138245614
"12307" "fBodyBodyGyroJerkMag" "mean" "" "STANDING" 7 -0.973671168679245
"12308" "fBodyBodyGyroJerkMag" "mean" "" "STANDING" 8 -0.983709233333333
"12309" "fBodyBodyGyroJerkMag" "mean" "" "STANDING" 9 -0.967491628
"12310" "fBodyBodyGyroJerkMag" "mean" "" "STANDING" 10 -0.965614081363636
"12311" "fBodyBodyGyroJerkMag" "mean" "" "STANDING" 11 -0.992981019787234
"12312" "fBodyBodyGyroJerkMag" "mean" "" "STANDING" 12 -0.963059791967213
"12313" "fBodyBodyGyroJerkMag" "mean" "" "STANDING" 13 -0.977197403859649
"12314" "fBodyBodyGyroJerkMag" "mean" "" "STANDING" 14 -0.969175636833333
"12315" "fBodyBodyGyroJerkMag" "mean" "" "STANDING" 15 -0.983188091886792
"12316" "fBodyBodyGyroJerkMag" "mean" "" "STANDING" 16 -0.99117243
"12317" "fBodyBodyGyroJerkMag" "mean" "" "STANDING" 17 -0.992723939358974
"12318" "fBodyBodyGyroJerkMag" "mean" "" "STANDING" 18 -0.988960668767123
"12319" "fBodyBodyGyroJerkMag" "mean" "" "STANDING" 19 -0.984536610136986
"12320" "fBodyBodyGyroJerkMag" "mean" "" "STANDING" 20 -0.929600007123288
"12321" "fBodyBodyGyroJerkMag" "mean" "" "STANDING" 21 -0.976126760674157
"12322" "fBodyBodyGyroJerkMag" "mean" "" "STANDING" 22 -0.968377798253968
"12323" "fBodyBodyGyroJerkMag" "mean" "" "STANDING" 23 -0.972598810882353
"12324" "fBodyBodyGyroJerkMag" "mean" "" "STANDING" 24 -0.981119237826087
"12325" "fBodyBodyGyroJerkMag" "mean" "" "STANDING" 25 -0.98401783027027
"12326" "fBodyBodyGyroJerkMag" "mean" "" "STANDING" 26 -0.985762255540541
"12327" "fBodyBodyGyroJerkMag" "mean" "" "STANDING" 27 -0.98941848275
"12328" "fBodyBodyGyroJerkMag" "mean" "" "STANDING" 28 -0.958758576835443
"12329" "fBodyBodyGyroJerkMag" "mean" "" "STANDING" 29 -0.991672052
"12330" "fBodyBodyGyroJerkMag" "mean" "" "STANDING" 30 -0.959242165084746
"12331" "fBodyBodyGyroJerkMag" "mean" "" "WALKING" 1 -0.319308593778947
"12332" "fBodyBodyGyroJerkMag" "mean" "" "WALKING" 2 -0.583249293389831
"12333" "fBodyBodyGyroJerkMag" "mean" "" "WALKING" 3 -0.607751646034483
"12334" "fBodyBodyGyroJerkMag" "mean" "" "WALKING" 4 -0.724327420666667
"12335" "fBodyBodyGyroJerkMag" "mean" "" "WALKING" 5 -0.548053574821429
"12336" "fBodyBodyGyroJerkMag" "mean" "" "WALKING" 6 -0.366500534122807
"12337" "fBodyBodyGyroJerkMag" "mean" "" "WALKING" 7 -0.155339855862632
"12338" "fBodyBodyGyroJerkMag" "mean" "" "WALKING" 8 -0.473026230833333
"12339" "fBodyBodyGyroJerkMag" "mean" "" "WALKING" 9 -0.602581618269231
"12340" "fBodyBodyGyroJerkMag" "mean" "" "WALKING" 10 -0.515065335849057
"12341" "fBodyBodyGyroJerkMag" "mean" "" "WALKING" 11 -0.751914457457627
"12342" "fBodyBodyGyroJerkMag" "mean" "" "WALKING" 12 -0.5611764414
"12343" "fBodyBodyGyroJerkMag" "mean" "" "WALKING" 13 -0.338527133789474
"12344" "fBodyBodyGyroJerkMag" "mean" "" "WALKING" 14 -0.591036936101695
"12345" "fBodyBodyGyroJerkMag" "mean" "" "WALKING" 15 -0.645075178148148
"12346" "fBodyBodyGyroJerkMag" "mean" "" "WALKING" 16 -0.72068229
"12347" "fBodyBodyGyroJerkMag" "mean" "" "WALKING" 17 -0.582711859672131
"12348" "fBodyBodyGyroJerkMag" "mean" "" "WALKING" 18 -0.710596311071429
"12349" "fBodyBodyGyroJerkMag" "mean" "" "WALKING" 19 -0.262442822846154
"12350" "fBodyBodyGyroJerkMag" "mean" "" "WALKING" 20 -0.180365335498431
"12351" "fBodyBodyGyroJerkMag" "mean" "" "WALKING" 21 -0.4995972025
"12352" "fBodyBodyGyroJerkMag" "mean" "" "WALKING" 22 -0.553946121521739
"12353" "fBodyBodyGyroJerkMag" "mean" "" "WALKING" 23 0.146618569064407
"12354" "fBodyBodyGyroJerkMag" "mean" "" "WALKING" 24 -0.571594392068966
"12355" "fBodyBodyGyroJerkMag" "mean" "" "WALKING" 25 -0.770300895540541
"12356" "fBodyBodyGyroJerkMag" "mean" "" "WALKING" 26 -0.619461036101695
"12357" "fBodyBodyGyroJerkMag" "mean" "" "WALKING" 27 -0.623288199649123
"12358" "fBodyBodyGyroJerkMag" "mean" "" "WALKING" 28 -0.595965103703704
"12359" "fBodyBodyGyroJerkMag" "mean" "" "WALKING" 29 -0.628501115849057
"12360" "fBodyBodyGyroJerkMag" "mean" "" "WALKING" 30 -0.547621753230769
"12361" "fBodyBodyGyroJerkMag" "mean" "" "WALKING_DOWNSTAIRS" 1 -0.281963359177551
"12362" "fBodyBodyGyroJerkMag" "mean" "" "WALKING_DOWNSTAIRS" 2 -0.380175306489362
"12363" "fBodyBodyGyroJerkMag" "mean" "" "WALKING_DOWNSTAIRS" 3 -0.576277199387755
"12364" "fBodyBodyGyroJerkMag" "mean" "" "WALKING_DOWNSTAIRS" 4 -0.621752455777778
"12365" "fBodyBodyGyroJerkMag" "mean" "" "WALKING_DOWNSTAIRS" 5 -0.453697247021277
"12366" "fBodyBodyGyroJerkMag" "mean" "" "WALKING_DOWNSTAIRS" 6 -0.132705384364583
"12367" "fBodyBodyGyroJerkMag" "mean" "" "WALKING_DOWNSTAIRS" 7 -0.289096677191489
"12368" "fBodyBodyGyroJerkMag" "mean" "" "WALKING_DOWNSTAIRS" 8 -0.125179586744737
"12369" "fBodyBodyGyroJerkMag" "mean" "" "WALKING_DOWNSTAIRS" 9 -0.463172053809524
"12370" "fBodyBodyGyroJerkMag" "mean" "" "WALKING_DOWNSTAIRS" 10 -0.484196484736842
"12371" "fBodyBodyGyroJerkMag" "mean" "" "WALKING_DOWNSTAIRS" 11 -0.668340527608696
"12372" "fBodyBodyGyroJerkMag" "mean" "" "WALKING_DOWNSTAIRS" 12 -0.458227490826087
"12373" "fBodyBodyGyroJerkMag" "mean" "" "WALKING_DOWNSTAIRS" 13 -0.266399903210638
"12374" "fBodyBodyGyroJerkMag" "mean" "" "WALKING_DOWNSTAIRS" 14 -0.254747132274667
"12375" "fBodyBodyGyroJerkMag" "mean" "" "WALKING_DOWNSTAIRS" 15 -0.565396130714286
"12376" "fBodyBodyGyroJerkMag" "mean" "" "WALKING_DOWNSTAIRS" 16 -0.58966315
"12377" "fBodyBodyGyroJerkMag" "mean" "" "WALKING_DOWNSTAIRS" 17 -0.57734888
"12378" "fBodyBodyGyroJerkMag" "mean" "" "WALKING_DOWNSTAIRS" 18 -0.744236045090909
"12379" "fBodyBodyGyroJerkMag" "mean" "" "WALKING_DOWNSTAIRS" 19 -0.0229045295641026
"12380" "fBodyBodyGyroJerkMag" "mean" "" "WALKING_DOWNSTAIRS" 20 -0.311668472555556
"12381" "fBodyBodyGyroJerkMag" "mean" "" "WALKING_DOWNSTAIRS" 21 -0.490804948444444
"12382" "fBodyBodyGyroJerkMag" "mean" "" "WALKING_DOWNSTAIRS" 22 -0.583510518055556
"12383" "fBodyBodyGyroJerkMag" "mean" "" "WALKING_DOWNSTAIRS" 23 0.0746754643666667
"12384" "fBodyBodyGyroJerkMag" "mean" "" "WALKING_DOWNSTAIRS" 24 -0.474449925818182
"12385" "fBodyBodyGyroJerkMag" "mean" "" "WALKING_DOWNSTAIRS" 25 -0.687034281206897
"12386" "fBodyBodyGyroJerkMag" "mean" "" "WALKING_DOWNSTAIRS" 26 -0.4722007526
"12387" "fBodyBodyGyroJerkMag" "mean" "" "WALKING_DOWNSTAIRS" 27 -0.46777776875
"12388" "fBodyBodyGyroJerkMag" "mean" "" "WALKING_DOWNSTAIRS" 28 -0.396720714347826
"12389" "fBodyBodyGyroJerkMag" "mean" "" "WALKING_DOWNSTAIRS" 29 -0.596578626041667
"12390" "fBodyBodyGyroJerkMag" "mean" "" "WALKING_DOWNSTAIRS" 30 -0.617578814032258
"12391" "fBodyBodyGyroJerkMag" "mean" "" "WALKING_UPSTAIRS" 1 -0.634665082075472
"12392" "fBodyBodyGyroJerkMag" "mean" "" "WALKING_UPSTAIRS" 2 -0.60079849625
"12393" "fBodyBodyGyroJerkMag" "mean" "" "WALKING_UPSTAIRS" 3 -0.716877778644068
"12394" "fBodyBodyGyroJerkMag" "mean" "" "WALKING_UPSTAIRS" 4 -0.740749226346154
"12395" "fBodyBodyGyroJerkMag" "mean" "" "WALKING_UPSTAIRS" 5 -0.571344138723404
"12396" "fBodyBodyGyroJerkMag" "mean" "" "WALKING_UPSTAIRS" 6 -0.45923633377451
"12397" "fBodyBodyGyroJerkMag" "mean" "" "WALKING_UPSTAIRS" 7 -0.673327281960784
"12398" "fBodyBodyGyroJerkMag" "mean" "" "WALKING_UPSTAIRS" 8 -0.46327057804878
"12399" "fBodyBodyGyroJerkMag" "mean" "" "WALKING_UPSTAIRS" 9 -0.734159449387755
"12400" "fBodyBodyGyroJerkMag" "mean" "" "WALKING_UPSTAIRS" 10 -0.600582998297872
"12401" "fBodyBodyGyroJerkMag" "mean" "" "WALKING_UPSTAIRS" 11 -0.795986113703704
"12402" "fBodyBodyGyroJerkMag" "mean" "" "WALKING_UPSTAIRS" 12 -0.714332592115385
"12403" "fBodyBodyGyroJerkMag" "mean" "" "WALKING_UPSTAIRS" 13 -0.656088544363636
"12404" "fBodyBodyGyroJerkMag" "mean" "" "WALKING_UPSTAIRS" 14 -0.457250612407407
"12405" "fBodyBodyGyroJerkMag" "mean" "" "WALKING_UPSTAIRS" 15 -0.731422357916667
"12406" "fBodyBodyGyroJerkMag" "mean" "" "WALKING_UPSTAIRS" 16 -0.787833632352941
"12407" "fBodyBodyGyroJerkMag" "mean" "" "WALKING_UPSTAIRS" 17 -0.669008763541667
"12408" "fBodyBodyGyroJerkMag" "mean" "" "WALKING_UPSTAIRS" 18 -0.826193160862069
"12409" "fBodyBodyGyroJerkMag" "mean" "" "WALKING_UPSTAIRS" 19 -0.4771839145
"12410" "fBodyBodyGyroJerkMag" "mean" "" "WALKING_UPSTAIRS" 20 -0.450393446470588
"12411" "fBodyBodyGyroJerkMag" "mean" "" "WALKING_UPSTAIRS" 21 -0.628915748723404
"12412" "fBodyBodyGyroJerkMag" "mean" "" "WALKING_UPSTAIRS" 22 -0.667996003333333
"12413" "fBodyBodyGyroJerkMag" "mean" "" "WALKING_UPSTAIRS" 23 -0.51871565
"12414" "fBodyBodyGyroJerkMag" "mean" "" "WALKING_UPSTAIRS" 24 -0.64611467
"12415" "fBodyBodyGyroJerkMag" "mean" "" "WALKING_UPSTAIRS" 25 -0.822403906
"12416" "fBodyBodyGyroJerkMag" "mean" "" "WALKING_UPSTAIRS" 26 -0.673580662727273
"12417" "fBodyBodyGyroJerkMag" "mean" "" "WALKING_UPSTAIRS" 27 -0.71917980372549
"12418" "fBodyBodyGyroJerkMag" "mean" "" "WALKING_UPSTAIRS" 28 -0.662505819411765
"12419" "fBodyBodyGyroJerkMag" "mean" "" "WALKING_UPSTAIRS" 29 -0.697454553061225
"12420" "fBodyBodyGyroJerkMag" "mean" "" "WALKING_UPSTAIRS" 30 -0.773974451846154
"12421" "fBodyBodyGyroJerkMag" "std" "" "LAYING" 1 -0.9326606676
